V1,V2,V3
171.07100000000003,412.687,342
158.472,406.66200000000003,323
155.109,383.829,352
174.12099999999998,412.861,344
162.572,396.769,337
167.555,410.428,346
155.73700000000002,408.46500000000003,310
154.59300000000002,396.256,334
161.051,372.51599999999996,362
154.25,414.335,303
162.40300000000002,406.049,372
149.395,363.353,332
154.749,363.188,288
159.041,362.05,346
178.207,399.712,390
159.399,395.87899999999996,344
157.096,390.61800000000005,345
150.82100000000003,392.317,346
155.618,401.354,323
167.667,406.818,368
157.714,407.11299999999994,321
171.63799999999998,390.572,353
162.95800000000003,428.278,347
143.41,375.11999999999995,311
163.566,418.36300000000006,359
165.222,423.037,337
167.973,399.554,362
159.45499999999998,383.389,340
155.93099999999998,371.74799999999993,324
182.524,413.989,383
162.1,377.11300000000006,351
154.62300000000002,372.719,322
157.565,351.341,352
164.07,376.899,369
169.584,414.658,369
162.485,435.69399999999996,328
164.613,385.99600000000004,352
161.062,425.888,317
172.36599999999999,422.947,323
153.485,390.065,346
157.823,384.718,364
171.051,403.81899999999996,370
159.192,408.26800000000003,305
161.691,409.39,324
163.096,400.682,359
158.075,392.094,350
160.24599999999998,386.59899999999993,327
174.60399999999998,445.786,335
179.622,438.25600000000003,355
161.542,385.393,331
157.157,367.521,320
158.70800000000003,394.953,359
154.08800000000002,382.867,321
172.74200000000002,400.669,369
170.93399999999997,402.454,359
153.905,413.773,296
163.19600000000003,396.867,327
154.179,382.90799999999996,332
181.052,408.828,361
177.21800000000002,436.013,357
171.942,414.456,341
167.237,398.715,342
169.684,417.713,349
167.486,408.52200000000005,311
165.711,411.074,334
157.937,388.11199999999997,356
160.813,402.842,330
177.793,458.20899999999995,340
166.879,423.329,338
164.878,380.96799999999996,373
163.76,394.44000000000005,335
149.507,421.07800000000003,322
156.654,405.217,339
163.368,379.12199999999996,363
166.346,400.039,335
149.96800000000002,362.016,321
158.466,396.59,329
155.816,393.003,337
155.11,370.726,337
164.947,393.13,358
157.65800000000002,399.598,327
155.798,392.181,335
157.909,407.299,338
156.39600000000002,416.825,323
184.11100000000002,441.616,368
168.246,412.9,369
168.46,447.758,345
178.46300000000002,449.595,350
154.442,382.342,293
173.754,426.39,325
169.143,415.82500000000005,352
179.448,417.947,355
150.317,344.98,330
155.303,388.0160000000001,360
158.414,408.511,331
159.311,429.396,346
165.11300000000003,421.185,326
171.715,440.789,336
155.587,394.153,340
152.76100000000002,402.134,350
166.625,426.86199999999997,328
157.586,390.518,331
162.99200000000002,397.081,315
146.59500000000003,366.87399999999997,328
171.36900000000003,447.557,330
149.0,370.342,331
165.478,408.553,329
176.151,461.404,368
164.19600000000003,408.513,347
156.96900000000002,374.58000000000004,322
169.59400000000002,404.346,351
169.15200000000002,413.61299999999994,333
164.05,413.52599999999995,365
157.878,391.63800000000003,327
147.00500000000002,371.702,316
165.00900000000001,426.48,324
154.47500000000002,358.724,340
163.263,396.148,358
149.065,382.1909999999999,318
164.116,366.54299999999995,335
164.07600000000002,406.65599999999995,347
161.428,384.625,321
147.619,376.459,324
153.46800000000002,390.611,333
162.794,411.394,363
167.55700000000002,418.46999999999997,330
158.748,372.473,337
160.67400000000004,400.276,353
155.95,389.678,301
163.482,388.443,349
166.21300000000002,392.972,352
164.811,417.719,346
168.286,430.171,347
174.43200000000002,433.34000000000003,399
156.184,388.408,375
161.267,408.03999999999996,360
170.678,400.538,345
164.64800000000002,429.308,325
159.113,384.997,322
159.471,387.75300000000004,362
156.01000000000002,398.856,333
185.99,445.031,411
161.322,443.433,315
168.61300000000003,390.75100000000003,336
166.442,403.06199999999995,355
169.313,431.248,340
159.92600000000002,401.44499999999994,325
167.53300000000002,380.4,360
158.225,402.15299999999996,332
159.256,408.034,315
181.02200000000002,455.93,351
161.67700000000002,386.829,360
157.364,370.208,343
158.454,394.225,347
156.504,359.832,349
161.35000000000002,367.337,313
168.079,413.909,368
154.255,369.74199999999996,350
171.395,400.73400000000004,360
151.252,370.753,327
153.89,367.85400000000004,337
164.28300000000002,411.016,352
160.583,399.27399999999994,336
163.96800000000002,418.497,325
180.37,417.592,377
163.55,392.262,345
172.33,386.865,345
158.395,416.464,334
158.706,413.332,335
170.728,404.033,353
167.53500000000003,397.67,342
160.106,390.936,347
164.58800000000002,393.46500000000003,349
169.13300000000004,439.796,330
170.228,390.771,329
171.18,433.342,333
148.87800000000001,381.71,307
171.304,423.2,381
160.50300000000001,385.682,332
158.334,383.001,329
172.40000000000003,435.57399999999996,333
175.285,412.096,346
177.77100000000002,412.93199999999996,390
157.622,384.946,349
162.26100000000002,378.03200000000004,350
158.541,386.2950000000001,350
158.779,396.869,328
158.077,385.49199999999996,362
163.715,400.98900000000003,358
170.71499999999997,421.86899999999997,362
163.90300000000002,396.25399999999996,356
166.24,421.496,349
154.859,394.77799999999996,300
169.488,436.739,353
161.053,387.39300000000003,342
163.11599999999999,419.134,327
175.882,440.378,345
146.43,383.491,313
163.657,434.88800000000003,332
158.72500000000002,399.774,350
169.03199999999998,395.806,335
172.65,428.05899999999997,377
155.056,394.908,315
165.61400000000003,403.747,321
151.673,399.27000000000004,326
152.122,370.933,323
164.827,406.82,356
167.974,404.03200000000004,353
163.537,389.465,350
152.788,382.81899999999996,329
152.247,378.992,330
164.655,402.644,346
159.858,374.73900000000003,361
141.523,373.048,320
162.083,393.077,360
165.89100000000002,405.864,302
169.726,395.544,375
165.94600000000003,412.364,375
167.86399999999998,414.26300000000003,323
153.54900000000004,393.19399999999996,328
168.938,415.436,357
145.142,387.176,325
158.898,375.76599999999996,367
160.872,414.544,327
154.133,390.98400000000004,344
168.791,391.32399999999996,348
155.83499999999998,379.16999999999996,338
172.946,431.08299999999997,365
154.084,384.214,305
176.96400000000003,446.72200000000004,371
161.32700000000003,422.15599999999995,342
162.17000000000002,401.457,309
161.43,389.63800000000003,297
168.697,417.64199999999994,352
169.872,404.048,351
168.04600000000002,404.942,339
171.19400000000002,402.354,357
134.257,331.356,314
159.341,401.643,326
160.76100000000002,422.55,326
164.01600000000002,363.71299999999997,351
152.572,362.74399999999997,335
158.094,371.729,287
167.318,390.51199999999994,351
157.719,397.776,328
168.845,395.387,360
163.71800000000002,382.768,357
159.743,396.23,332
162.957,393.871,346
160.601,399.97799999999995,322
157.695,405.426,328
165.21300000000002,398.131,350
171.865,398.00699999999995,392
164.095,403.694,320
145.675,361.741,304
157.26000000000002,399.313,305
162.362,403.18999999999994,355
168.908,377.172,371
164.315,401.519,358
155.198,389.49699999999996,325
156.938,365.40299999999996,353
167.87900000000002,427.757,372
158.402,394.59299999999996,301
169.056,416.93899999999996,359
159.404,417.13599999999997,337
164.154,381.874,325
170.946,432.426,349
166.813,397.932,352
159.418,381.93699999999995,337
162.414,380.99899999999997,369
167.753,415.355,364
161.25,389.116,337
156.615,371.046,370
168.061,433.6,328
176.54200000000003,421.932,405
162.193,397.334,332
175.074,429.76800000000003,365
171.429,415.334,352
157.885,398.061,344
161.606,408.53499999999997,337
151.56,386.466,309
177.741,474.38,346
161.411,384.207,382
158.216,378.017,315
158.645,387.61099999999993,334
163.21200000000002,383.937,365
169.274,394.186,379
154.94600000000003,367.244,357
178.45800000000003,420.64,357
165.94500000000002,412.63599999999997,336
163.542,396.554,333
163.679,383.22799999999995,342
159.729,404.274,332
161.73000000000002,387.452,305
147.23399999999998,390.14,315
162.399,403.806,340
165.579,411.38699999999994,336
161.985,376.515,340
154.222,373.391,325
158.073,399.148,320
171.779,421.84799999999996,376
163.797,392.64700000000005,380
143.163,389.806,312
157.56300000000002,414.779,338
165.744,407.512,375
183.395,445.803,370
158.05900000000003,396.608,330
184.065,449.593,384
151.08100000000002,376.45400000000006,326
160.01999999999998,412.0319999999999,347
168.882,414.677,363
169.63,416.438,347
162.04500000000002,400.296,362
165.549,413.55199999999996,384
171.57199999999997,431.022,355
162.622,409.298,357
166.04600000000002,405.722,319
167.166,400.53999999999996,375
157.18900000000002,385.39399999999995,318
147.84300000000002,384.15199999999993,284
180.67700000000002,420.66600000000005,408
160.832,407.051,363
158.358,401.905,331
175.959,420.037,380
162.91000000000003,400.33500000000004,331
169.601,418.826,358
152.75300000000001,357.418,342
161.39000000000001,379.191,345
172.4,414.72799999999995,351
158.91,409.557,351
171.855,395.40600000000006,322
173.43900000000002,403.61,360
167.62800000000001,412.397,333
160.42600000000002,391.88800000000003,351
172.26500000000001,408.079,360
177.497,390.63699999999994,398
165.67499999999998,425.058,322
160.606,402.77700000000004,341
163.52100000000002,415.36,290
150.39299999999997,399.11199999999997,292
169.703,403.89699999999993,346
171.574,394.938,385
169.69600000000003,409.071,379
162.239,403.878,336
168.689,388.192,348
166.12600000000003,412.818,333
165.346,413.4309999999999,337
159.784,384.599,341
157.989,385.86299999999994,352
156.44500000000002,443.54200000000003,332
171.755,434.61699999999996,376
179.308,441.68899999999996,369
169.07,394.964,355
147.02800000000002,347.698,315
167.52,402.275,371
166.19,395.50800000000004,363
168.582,415.25,369
154.673,379.082,354
182.865,404.39599999999996,422
163.548,395.89199999999994,331
153.847,367.263,338
168.48,417.547,375
163.784,433.326,337
155.265,379.98699999999997,314
176.759,409.106,398
167.187,437.86899999999997,348
156.58300000000003,385.875,312
166.399,392.94500000000005,354
161.26000000000002,399.573,333
177.06400000000002,429.06,377
158.763,385.02,368
182.00900000000001,414.58799999999997,380
166.302,451.716,329
163.317,415.693,320
153.33200000000002,387.334,325
167.959,449.17,330
151.92700000000002,400.01099999999997,330
176.60700000000003,454.93899999999996,376
161.439,390.19399999999996,352
169.861,419.96000000000004,344
156.45800000000003,397.269,325
162.987,383.548,350
158.023,370.78,340
155.857,367.704,326
153.143,403.46,320
164.701,428.01099999999997,332
168.433,438.451,306
155.70700000000002,412.31600000000003,304
165.279,383.631,346
160.661,389.199,342
167.463,403.655,358
160.461,432.027,306
162.048,392.921,341
170.091,424.33599999999996,318
155.512,401.154,337
176.28000000000003,423.986,357
163.46699999999998,425.11400000000003,338
159.42400000000004,411.423,325
163.274,407.722,363
163.27800000000002,402.903,337
173.587,421.60699999999997,332
158.62,390.3,343
149.216,407.382,287
156.88600000000002,382.583,321
165.265,391.30899999999997,362
165.498,404.708,331
163.723,392.486,378
183.69600000000003,419.298,373
154.73000000000002,374.025,353
163.973,408.968,322
172.424,433.563,363
160.499,398.182,346
154.866,402.62699999999995,345
161.058,358.116,335
159.87900000000002,393.33900000000006,328
160.95,388.034,331
159.476,399.24,331
158.64300000000003,383.99899999999997,328
163.43300000000002,381.955,368
154.959,380.797,316
141.952,362.709,311
157.58100000000002,385.378,322
165.47000000000003,391.434,355
154.126,380.86799999999994,321
173.007,423.174,352
157.865,383.86400000000003,310
153.11,379.681,335
179.733,421.244,386
153.501,386.852,328
170.68200000000002,405.779,359
160.96,400.151,353
167.983,381.815,354
181.757,425.182,374
168.65900000000002,447.542,358
170.889,390.985,362
162.50900000000001,393.22,362
160.145,387.06399999999996,336
150.18,418.743,305
158.235,375.99199999999996,318
162.498,394.097,337
164.068,406.747,345
169.30700000000002,417.313,360
170.626,404.35400000000004,367
164.535,407.88899999999995,320
164.02700000000002,390.287,338
161.69,393.27299999999997,359
168.703,423.606,350
166.738,419.817,329
169.40699999999998,350.572,378
165.102,400.679,321
164.90400000000002,418.57300000000004,343
181.661,435.743,402
156.448,422.83799999999997,325
161.077,404.523,330
172.436,413.552,363
165.305,409.85299999999995,340
167.73600000000002,407.57899999999995,339
165.17800000000003,395.43399999999997,355
171.232,436.57300000000004,331
174.206,419.831,355
165.39499999999998,388.639,370
165.869,419.436,334
159.24200000000002,398.206,335
161.887,392.195,312
172.296,442.25199999999995,309
151.43900000000002,376.22299999999996,312
155.821,403.073,320
159.878,398.386,327
181.387,484.26,324
176.142,413.449,361
169.46800000000002,410.111,323
167.28400000000002,416.14599999999996,345
158.643,384.866,352
149.507,375.22400000000005,326
156.03300000000002,387.21,360
160.445,372.87699999999995,352
150.684,375.73799999999994,329
159.822,388.92199999999997,335
158.51300000000003,383.80500000000006,356
155.189,376.70599999999996,352
160.817,405.57899999999995,330
149.9,386.446,313
167.74,418.514,325
156.42100000000002,409.099,334
172.61100000000002,423.158,310
176.471,410.648,378
167.55,408.56800000000004,349
169.933,415.58000000000004,360
172.994,447.775,371
165.74,414.03,325
152.542,373.68500000000006,335
153.291,388.493,326
159.566,385.746,333
162.27700000000002,445.13,320
163.07100000000003,404.94399999999996,308
156.874,378.838,343
163.917,374.805,358
163.348,413.605,341
167.228,416.48,355
163.488,383.37699999999995,341
158.671,408.16200000000003,312
169.531,412.027,360
171.48600000000002,469.442,351
166.497,429.428,330
161.83,376.874,379
160.672,406.09900000000005,345
155.596,396.85699999999997,337
161.88500000000002,400.514,322
157.58100000000002,390.401,356
157.388,382.07399999999996,305
171.068,403.98,361
161.704,381.84899999999993,333
153.668,359.018,329
153.116,390.698,309
157.225,385.682,332
163.20700000000002,417.40999999999997,364
159.063,412.284,350
174.65499999999997,436.00100000000003,362
159.95100000000002,457.90200000000004,312
164.951,421.068,348
164.209,412.472,314
173.421,447.099,376
161.97400000000002,425.871,351
178.292,439.879,381
157.724,416.287,317
147.676,384.497,311
163.71800000000002,390.465,323
174.544,430.293,337
163.918,399.164,345
152.58,382.361,331
155.89800000000002,402.516,333
166.48800000000003,386.626,381
162.705,397.332,320
165.11499999999998,388.61400000000003,338
159.486,423.04,321
170.93200000000002,386.764,377
165.80100000000002,421.505,334
165.557,400.041,370
162.156,416.855,355
159.938,417.146,321
167.642,400.225,351
181.70200000000003,455.952,371
161.909,412.489,362
152.09900000000002,360.996,354
161.09,417.765,361
166.805,411.312,346
165.156,428.232,317
161.61400000000003,389.832,315
153.519,375.193,340
155.275,405.02500000000003,312
160.571,381.05,340
166.09,413.135,345
169.966,407.135,335
155.974,417.714,339
166.839,395.97599999999994,360
161.89600000000002,384.187,315
155.79500000000002,398.09000000000003,296
161.37600000000003,399.657,337
176.192,434.122,355
150.31300000000002,368.068,354
164.971,392.11600000000004,360
144.023,342.543,310
159.381,376.44899999999996,342
164.881,413.001,318
163.303,387.888,376
157.573,407.502,330
149.293,387.839,312
173.03,414.853,375
173.939,426.58299999999997,390
167.046,432.53000000000003,341
169.484,392.37,313
172.546,413.90599999999995,355
157.69400000000002,423.374,339
160.173,400.20799999999997,332
147.018,359.21999999999997,325
155.649,408.44599999999997,322
144.037,389.097,294
158.234,401.186,327
168.977,424.549,334
162.01600000000002,384.66,321
159.998,402.38,341
156.112,388.5559999999999,349
155.34300000000002,372.134,342
169.07800000000003,443.685,363
167.35,424.10400000000004,349
168.848,414.149,377
155.234,352.88199999999995,339
159.006,380.873,365
161.38000000000002,394.886,349
152.848,376.181,301
178.476,439.214,369
168.842,413.349,351
169.56600000000003,440.101,321
173.39100000000002,420.386,348
157.60500000000002,405.661,328
169.103,446.119,340
161.72,401.813,355
154.567,376.784,336
169.497,424.964,318
169.91400000000002,410.37,345
168.245,413.1,368
155.591,368.06399999999996,350
148.45999999999998,379.582,311
157.806,400.78100000000006,331
160.949,344.472,356
173.062,429.605,359
174.78900000000002,444.418,386
181.666,437.462,391
165.812,408.31600000000003,393
151.45600000000002,381.79499999999996,345
158.286,369.31800000000004,335
153.775,408.695,328
163.74200000000002,403.327,341
167.78900000000002,396.35900000000004,340
149.97,367.706,343
155.98600000000002,396.168,351
150.612,380.56600000000003,317
152.969,411.754,328
154.977,377.635,316
152.811,388.517,308
151.357,367.512,320
169.10500000000002,413.766,326
163.03300000000002,395.229,352
159.696,416.7,309
162.50400000000002,392.918,333
171.747,410.452,322
149.94299999999998,386.494,312
158.66,402.59700000000004,337
168.931,422.796,334
155.974,418.597,319
157.354,391.34900000000005,343
169.04600000000002,415.01599999999996,331
166.365,427.392,340
159.99900000000002,396.133,318
160.88400000000001,394.941,349
158.091,378.079,332
154.126,376.475,343
172.39800000000002,416.74299999999994,331
157.999,407.11199999999997,342
164.69000000000003,417.48699999999997,339
158.502,403.663,317
145.93200000000002,389.712,303
160.791,394.175,322
164.655,429.158,348
158.416,382.79200000000003,323
155.808,398.385,329
170.305,419.80400000000003,362
157.35000000000002,384.28999999999996,353
168.55599999999998,388.161,385
156.322,386.014,363
157.378,406.27599999999995,315
162.96800000000002,392.48999999999995,357
172.152,424.263,359
168.591,426.6,332
163.47,406.627,361
143.247,373.72099999999995,278
167.62800000000001,414.674,317
159.562,410.591,307
168.52800000000002,388.32399999999996,365
161.703,407.924,310
159.87800000000001,403.63700000000006,317
162.812,400.11199999999997,347
157.198,416.812,323
157.293,362.092,330
156.53,379.459,307
173.16500000000002,446.482,350
161.03699999999998,389.893,338
170.71900000000002,423.00399999999996,352
181.089,421.25199999999995,372
164.03400000000002,367.73699999999997,349
159.966,413.10699999999997,343
164.24,370.59,353
150.923,388.003,320
163.804,406.764,355
165.585,416.692,338
168.28199999999998,396.05100000000004,353
160.042,371.493,355
175.419,416.508,370
176.896,450.983,355
175.764,432.28900000000004,373
159.27,398.075,331
148.974,397.933,331
159.20600000000002,400.413,333
174.774,425.635,343
151.23000000000002,414.114,325
157.891,378.38199999999995,338
153.81900000000002,382.79699999999997,350
160.25400000000002,422.88,345
163.79000000000002,387.771,349
165.772,431.179,323
155.597,379.784,304
175.88000000000002,448.323,337
168.50599999999997,415.77000000000004,341
171.127,421.03600000000006,340
178.53,439.29799999999994,349
149.861,370.738,330
158.462,365.32399999999996,337
147.157,371.09700000000004,314
157.07100000000003,403.55899999999997,292
152.916,393.78999999999996,353
164.57,410.177,361
168.793,412.687,350
164.192,394.934,353
173.73300000000003,399.859,374
164.60700000000003,395.589,324
163.022,410.349,327
165.973,419.342,314
160.106,425.56199999999995,319
171.37900000000002,426.052,350
174.959,414.70000000000005,366
159.566,399.289,355
154.471,393.392,328
163.83100000000002,380.519,368
157.348,380.85999999999996,341
169.24,408.34499999999997,363
164.318,413.448,365
140.42600000000002,368.38,319
170.34500000000003,413.60699999999997,362
155.556,385.61899999999997,345
162.036,377.92799999999994,341
161.09500000000003,402.679,328
165.088,399.33399999999995,333
163.71800000000002,411.072,373
165.594,395.432,315
168.561,390.911,354
160.568,410.293,339
170.968,419.854,367
168.055,427.214,368
162.803,396.504,346
154.03,388.013,339
161.427,377.533,378
154.254,392.494,337
176.657,440.024,380
158.991,404.896,320
171.399,443.47499999999997,378
156.4,388.66999999999996,313
166.693,406.312,382
162.342,391.794,335
158.83100000000002,390.278,314
151.22899999999998,358.438,334
160.94,400.40099999999995,345
166.515,419.995,346
162.39600000000002,388.839,375
162.899,375.25699999999995,372
158.207,397.125,330
162.79000000000002,399.047,345
159.462,392.35,353
179.645,426.878,366
167.824,416.534,373
161.769,401.89,328
159.411,395.531,336
159.376,373.746,331
163.846,396.0,363
160.31900000000002,411.52700000000004,352
164.994,412.807,345
172.024,397.37199999999996,375
154.542,385.02299999999997,357
167.586,417.797,347
163.432,417.39599999999996,355
169.579,417.293,362
155.53900000000002,415.92900000000003,346
161.45499999999998,389.37299999999993,346
170.23000000000002,407.45799999999997,347
164.29500000000002,405.134,340
160.413,411.814,342
159.04700000000003,398.101,368
172.307,423.166,338
157.15500000000003,400.992,318
